resource_id,type,network_address,state,next_state,finaud_decision,next_finaud_decision,state_num,suspended_jobs,scheduler_priority,cpuset,besteffort,deploy,expiry_date,desktop_computing,last_job_date,available_upto,last_available_upto,drain,gpumodel,core,cpu,gpu,gpudevice,host,ip,fall,devel,mig,migdevice,total_mem,cpumodel,n_cpus,n_cores,n_gpus,mem_per_gpu,cpubrand,scratch1_loc,scratch1
574,default,bigfoot2,Alive,UnChanged,YES,NO,1,NO,0,10,YES,NO,0,NO,1651399870,2147483647,0,NO,V100,508,52,150,0,bigfoot2,129.88.197.52,NO,NO,NO,,192,Gold 6130,2,32,4,96,intel,/var/tmp,175
351,default,bigfoot7,Alive,UnChanged,YES,NO,1,NO,0,46,YES,NO,0,NO,1651050510,2147483647,0,NO,A100,285,43,137,1,bigfoot7,129.88.198.145,NO,YES,YES,11,192,EPYC 7452,2,64,2,96,amd,/var/tmp,417
255,default,virgo11,Absent,UnChanged,NO,NO,2,NO,0,0,YES,NO,0,NO,1649265237,2147483647,0,NO,T4,189,17,111,0,virgo11,129.88.179.140,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
602,default,bigfoot3,Alive,UnChanged,YES,NO,1,NO,0,2,YES,NO,0,NO,1651484846,2147483647,0,NO,V100,536,54,154,0,bigfoot3,129.88.197.53,NO,NO,NO,,192,Gold 6130,2,32,4,96,intel,/var/tmp,175
256,default,virgo11,Absent,UnChanged,NO,NO,2,NO,0,1,YES,NO,0,NO,1649265237,2147483647,0,NO,T4,190,17,111,0,virgo11,129.88.179.140,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
249,default,virgo8,Absent,UnChanged,NO,NO,2,NO,0,0,YES,NO,0,NO,1650081678,2147483647,0,NO,T4,183,14,18,0,virgo8,129.88.179.137,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
164,default,bigfoot9,Alive,UnChanged,NO,NO,1,NO,0,32,YES,NO,0,NO,1651476214,2147483647,2147483647,NO,A100,100,4,6,1,bigfoot9,129.88.198.149,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,382
368,default,bigfoot7,Alive,UnChanged,YES,NO,1,NO,0,63,YES,NO,0,NO,1651050510,2147483647,0,NO,A100,302,43,137,1,bigfoot7,129.88.198.145,NO,YES,YES,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,417
609,default,bigfoot3,Alive,UnChanged,YES,NO,1,NO,0,16,YES,NO,0,NO,1651483298,2147483647,0,NO,V100,543,54,155,1,bigfoot3,129.88.197.53,NO,NO,NO,,192,Gold 6130,2,32,4,96,intel,/var/tmp,175
369,default,bigfoot11,Alive,UnChanged,YES,NO,1,NO,0,0,YES,NO,0,NO,1651494778,2147483647,0,NO,A100,303,44,138,0,bigfoot11,129.88.198.151,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,382
312,default,bigfoot7,Alive,UnChanged,YES,NO,1,NO,0,7,YES,NO,0,NO,1651234664,2147483647,0,NO,A100,246,42,136,0,bigfoot7,129.88.198.145,NO,YES,YES,8,192,EPYC 7452,2,64,2,96,amd,/var/tmp,417
15,default,bigfoot8,Alive,UnChanged,NO,NO,1,NO,0,12,YES,NO,0,NO,1651407191,2147483647,0,NO,V100,15,1,2,1,bigfoot8,129.88.198.148,NO,NO,NO,,192,Gold 5218R,2,40,4,48,intel,/var/tmp,383
603,default,bigfoot3,Alive,UnChanged,YES,NO,1,NO,0,4,YES,NO,0,NO,1651484846,2147483647,0,NO,V100,537,54,154,0,bigfoot3,129.88.197.53,NO,NO,NO,,192,Gold 6130,2,32,4,96,intel,/var/tmp,175
258,default,virgo12,Absent,UnChanged,NO,NO,2,NO,0,1,YES,NO,0,NO,1649061740,2147483647,0,NO,T4,192,18,112,0,virgo12,129.88.179.141,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
246,default,virgo6,Absent,UnChanged,NO,NO,2,NO,0,1,YES,NO,0,NO,1649061709,2147483647,0,NO,T4,180,12,16,0,virgo6,129.88.179.135,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
245,default,virgo6,Absent,UnChanged,NO,NO,2,NO,0,0,YES,NO,0,NO,1649061709,2147483647,0,NO,T4,179,12,16,0,virgo6,129.88.179.135,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
376,default,bigfoot11,Alive,UnChanged,YES,NO,1,NO,0,7,YES,NO,0,NO,1651494778,2147483647,0,NO,A100,310,44,138,0,bigfoot11,129.88.198.151,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,382
253,default,virgo10,Alive,UnChanged,NO,NO,1,NO,0,0,YES,NO,0,NO,1649061740,2147483647,0,NO,T4,187,16,110,0,virgo10,129.88.179.139,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
242,default,virgo4,Absent,UnChanged,NO,NO,2,NO,0,1,YES,NO,0,NO,1649061709,2147483647,0,NO,T4,176,10,14,0,virgo4,129.88.179.133,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
483,default,bigfoot12,Alive,UnChanged,YES,NO,1,NO,0,50,YES,NO,0,NO,1651494018,2147483647,0,NO,A100,417,47,141,1,bigfoot12,129.88.198.152,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,383
235,default,virgo1,Absent,UnChanged,NO,NO,2,NO,0,0,YES,NO,0,NO,1649131380,2147483647,0,NO,T4,169,7,11,0,virgo1,129.88.179.130,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
611,default,bigfoot3,Alive,UnChanged,YES,NO,1,NO,0,20,YES,NO,0,NO,1651483298,2147483647,0,NO,V100,545,54,155,1,bigfoot3,129.88.197.53,NO,NO,NO,,192,Gold 6130,2,32,4,96,intel,/var/tmp,175
371,default,bigfoot11,Alive,UnChanged,YES,NO,1,NO,0,2,YES,NO,0,NO,1651494778,2147483647,0,NO,A100,305,44,138,0,bigfoot11,129.88.198.151,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,382
112,default,bigfoot9,Alive,UnChanged,NO,NO,1,NO,0,7,YES,NO,0,NO,1651334835,2147483647,2147483647,NO,A100,48,3,5,0,bigfoot9,129.88.198.149,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,382
283,default,virgo25,Absent,UnChanged,NO,NO,2,NO,0,0,YES,NO,0,NO,1649061709,2147483647,0,NO,T4,217,31,125,0,virgo25,129.88.179.154,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
373,default,bigfoot11,Alive,UnChanged,YES,NO,1,NO,0,4,YES,NO,0,NO,1651494778,2147483647,0,NO,A100,307,44,138,0,bigfoot11,129.88.198.151,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,382
199,default,bigfoot10,Alive,UnChanged,YES,NO,1,NO,0,30,YES,NO,0,NO,1651496529,2147483647,0,NO,A100,135,5,7,0,bigfoot10,129.88.198.150,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,383
544,default,bigfoot1,Alive,UnChanged,YES,NO,1,NO,0,14,YES,NO,0,NO,1651400895,2147483647,0,NO,V100,478,50,146,0,bigfoot1,129.88.197.51,NO,NO,NO,,192,Gold 6130,2,32,4,96,intel,/var/tmp,175
277,default,virgo22,Absent,UnChanged,NO,NO,2,NO,0,0,YES,NO,0,NO,1649061740,2147483647,0,NO,T4,211,28,122,0,virgo22,129.88.179.151,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
458,default,bigfoot12,Alive,UnChanged,YES,NO,1,NO,0,25,YES,NO,0,NO,1651494018,2147483647,0,NO,A100,392,46,140,0,bigfoot12,129.88.198.152,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,383
479,default,bigfoot12,Alive,UnChanged,YES,NO,1,NO,0,46,YES,NO,0,NO,1651494018,2147483647,0,NO,A100,413,47,141,1,bigfoot12,129.88.198.152,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,383
363,default,bigfoot7,Alive,UnChanged,YES,NO,1,NO,0,58,YES,NO,0,NO,1651050510,2147483647,0,NO,A100,297,43,137,1,bigfoot7,129.88.198.145,NO,YES,YES,14,192,EPYC 7452,2,64,2,96,amd,/var/tmp,417
341,default,bigfoot7,Alive,UnChanged,YES,NO,1,NO,0,36,YES,NO,0,NO,1651050510,2147483647,0,NO,A100,275,43,137,1,bigfoot7,129.88.198.145,NO,YES,YES,8,192,EPYC 7452,2,64,2,96,amd,/var/tmp,417
282,default,virgo24,Absent,UnChanged,NO,NO,2,NO,0,1,YES,NO,0,NO,1649061709,2147483647,0,NO,T4,216,30,124,0,virgo24,129.88.179.153,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
243,default,virgo5,Absent,UnChanged,NO,NO,2,NO,0,0,YES,NO,0,NO,1649522274,2147483647,0,NO,T4,177,11,15,0,virgo5,129.88.179.134,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
236,default,virgo1,Absent,UnChanged,NO,NO,2,NO,0,1,YES,NO,0,NO,1649131380,2147483647,0,NO,T4,170,7,11,0,virgo1,129.88.179.130,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
575,default,bigfoot2,Alive,UnChanged,YES,NO,1,NO,0,12,YES,NO,0,NO,1651399870,2147483647,0,NO,V100,509,52,150,0,bigfoot2,129.88.197.52,NO,NO,NO,,192,Gold 6130,2,32,4,96,intel,/var/tmp,175
331,default,bigfoot7,Alive,UnChanged,YES,NO,1,NO,0,26,YES,NO,0,NO,1651050510,2147483647,0,NO,A100,265,42,136,0,bigfoot7,129.88.198.145,NO,YES,YES,13,192,EPYC 7452,2,64,2,96,amd,/var/tmp,417
280,default,virgo23,Absent,UnChanged,NO,NO,2,NO,0,1,YES,NO,0,NO,1650382013,2147483647,0,NO,T4,214,29,123,0,virgo23,129.88.179.152,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
281,default,virgo24,Absent,UnChanged,NO,NO,2,NO,0,0,YES,NO,0,NO,1649061709,2147483647,0,NO,T4,215,30,124,0,virgo24,129.88.179.153,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
262,default,virgo14,Absent,UnChanged,NO,NO,2,NO,0,1,YES,NO,0,NO,1649061740,2147483647,0,NO,T4,196,20,114,0,virgo14,129.88.179.143,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
261,default,virgo14,Absent,UnChanged,NO,NO,2,NO,0,0,YES,NO,0,NO,1649061740,2147483647,0,NO,T4,195,20,114,0,virgo14,129.88.179.143,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
145,default,bigfoot9,Alive,UnChanged,NO,NO,1,NO,0,45,YES,NO,0,NO,1651476214,2147483647,2147483647,NO,A100,81,4,6,1,bigfoot9,129.88.198.149,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,382
606,default,bigfoot3,Alive,UnChanged,YES,NO,1,NO,0,10,YES,NO,0,NO,1651484846,2147483647,0,NO,V100,540,54,154,0,bigfoot3,129.88.197.53,NO,NO,NO,,192,Gold 6130,2,32,4,96,intel,/var/tmp,175
391,default,bigfoot11,Alive,UnChanged,YES,NO,1,NO,0,22,YES,NO,0,NO,1651494778,2147483647,0,NO,A100,325,44,138,0,bigfoot11,129.88.198.151,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,382
545,default,bigfoot1,Alive,UnChanged,YES,NO,1,NO,0,16,YES,NO,0,NO,1651400849,2147483647,0,NO,V100,479,50,147,1,bigfoot1,129.88.197.51,NO,NO,NO,,192,Gold 6130,2,32,4,96,intel,/var/tmp,175
382,default,bigfoot11,Alive,UnChanged,YES,NO,1,NO,0,13,YES,NO,0,NO,1651494778,2147483647,0,NO,A100,316,44,138,0,bigfoot11,129.88.198.151,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,382
328,default,bigfoot7,Alive,UnChanged,YES,NO,1,NO,0,23,YES,NO,0,NO,1651050510,2147483647,0,NO,A100,262,42,136,0,bigfoot7,129.88.198.145,NO,YES,YES,12,192,EPYC 7452,2,64,2,96,amd,/var/tmp,417
294,default,virgo30,Absent,UnChanged,NO,NO,2,NO,0,1,YES,NO,0,NO,1649061709,2147483647,0,NO,T4,228,36,130,0,virgo30,129.88.179.159,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
633,default,bigfoot4,Alive,UnChanged,YES,NO,1,NO,0,0,YES,NO,0,NO,1651490849,2147483647,0,NO,V100,567,56,158,0,bigfoot4,129.88.198.141,NO,NO,NO,,192,Gold 5218R,2,40,4,96,intel,/var/tmp,384
227,default,bigfoot10,Alive,UnChanged,YES,NO,1,NO,0,58,YES,NO,0,NO,1651495819,2147483647,0,NO,A100,163,6,8,1,bigfoot10,129.88.198.150,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,383
251,default,virgo9,Absent,UnChanged,NO,NO,2,NO,0,0,YES,NO,0,NO,1649061709,2147483647,0,NO,T4,185,15,19,0,virgo9,129.88.179.138,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
244,default,virgo5,Absent,UnChanged,NO,NO,2,NO,0,1,YES,NO,0,NO,1649522274,2147483647,0,NO,T4,178,11,15,0,virgo5,129.88.179.134,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
576,default,bigfoot2,Alive,UnChanged,YES,NO,1,NO,0,14,YES,NO,0,NO,1651399870,2147483647,0,NO,V100,510,52,150,0,bigfoot2,129.88.197.52,NO,NO,NO,,192,Gold 6130,2,32,4,96,intel,/var/tmp,175
287,default,virgo27,Absent,UnChanged,NO,NO,2,NO,0,0,YES,NO,0,NO,1649061709,2147483647,0,NO,T4,221,33,127,0,virgo27,129.88.179.156,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
288,default,virgo27,Absent,UnChanged,NO,NO,2,NO,0,1,YES,NO,0,NO,1649061709,2147483647,0,NO,T4,222,33,127,0,virgo27,129.88.179.156,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
289,default,virgo28,Absent,UnChanged,NO,NO,2,NO,0,0,YES,NO,0,NO,1649061709,2147483647,0,NO,T4,223,34,128,0,virgo28,129.88.179.157,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
452,default,bigfoot12,Alive,UnChanged,YES,NO,1,NO,0,19,YES,NO,0,NO,1651494018,2147483647,0,NO,A100,386,46,140,0,bigfoot12,129.88.198.152,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,383
304,default,virgo35,Absent,UnChanged,NO,NO,2,NO,0,1,YES,NO,0,NO,1649777692,2147483647,0,NO,T4,238,41,135,0,virgo35,129.88.179.164,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
286,default,virgo26,Absent,UnChanged,NO,NO,2,NO,0,1,YES,NO,0,NO,1651045063,2147483647,0,NO,T4,220,32,126,0,virgo26,129.88.179.155,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
198,default,bigfoot10,Alive,UnChanged,YES,NO,1,NO,0,29,YES,NO,0,NO,1651496529,2147483647,0,NO,A100,134,5,7,0,bigfoot10,129.88.198.150,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,383
677,default,bigfoot5,Alive,UnChanged,NO,NO,1,NO,0,8,YES,NO,0,NO,1651342759,2147483647,0,NO,V100,611,58,162,0,bigfoot5,129.88.198.142,NO,NO,NO,,192,Gold 5218R,2,40,4,96,intel,/var/tmp,384
546,default,bigfoot1,Alive,UnChanged,YES,NO,1,NO,0,18,YES,NO,0,NO,1651400849,2147483647,0,NO,V100,480,50,147,1,bigfoot1,129.88.197.51,NO,NO,NO,,192,Gold 6130,2,32,4,96,intel,/var/tmp,175
531,default,bigfoot6,Alive,UnChanged,NO,NO,1,NO,0,29,YES,NO,0,NO,1651482538,2147483647,0,NO,V100,465,49,145,3,bigfoot6,129.88.198.143,NO,NO,NO,,192,Gold 5218R,2,40,4,96,intel,/var/tmp,383
671,default,bigfoot4,Alive,UnChanged,YES,NO,1,NO,0,37,YES,NO,0,NO,1651482645,2147483647,0,NO,V100,605,57,161,3,bigfoot4,129.88.198.141,NO,NO,NO,,192,Gold 5218R,2,40,4,96,intel,/var/tmp,384
238,default,virgo2,Absent,UnChanged,NO,NO,2,NO,0,1,YES,NO,0,NO,1649061740,2147483647,0,NO,T4,172,8,12,0,virgo2,129.88.179.131,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
523,default,bigfoot6,Alive,UnChanged,NO,NO,1,NO,0,13,YES,NO,0,NO,1651489923,2147483647,0,NO,V100,457,49,144,2,bigfoot6,129.88.198.143,NO,NO,NO,,192,Gold 5218R,2,40,4,96,intel,/var/tmp,383
239,default,virgo3,Absent,UnChanged,NO,NO,2,NO,0,0,YES,NO,0,NO,1651139590,2147483647,0,NO,T4,173,9,13,0,virgo3,129.88.179.132,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
349,default,bigfoot7,Alive,UnChanged,YES,NO,1,NO,0,44,YES,NO,0,NO,1651050510,2147483647,0,NO,A100,283,43,137,1,bigfoot7,129.88.198.145,NO,YES,YES,11,192,EPYC 7452,2,64,2,96,amd,/var/tmp,417
435,default,bigfoot12,Alive,UnChanged,YES,NO,1,NO,0,2,YES,NO,0,NO,1651494018,2147483647,0,NO,A100,369,46,140,0,bigfoot12,129.88.198.152,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,383
473,default,bigfoot12,Alive,UnChanged,YES,NO,1,NO,0,40,YES,NO,0,NO,1651494018,2147483647,0,NO,A100,407,47,141,1,bigfoot12,129.88.198.152,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,383
445,default,bigfoot12,Alive,UnChanged,YES,NO,1,NO,0,12,YES,NO,0,NO,1651494018,2147483647,0,NO,A100,379,46,140,0,bigfoot12,129.88.198.152,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,383
577,default,bigfoot2,Alive,UnChanged,YES,NO,1,NO,0,16,YES,NO,0,NO,1651399929,2147483647,0,NO,V100,511,52,151,1,bigfoot2,129.88.197.52,NO,NO,NO,,192,Gold 6130,2,32,4,96,intel,/var/tmp,175
309,default,bigfoot7,Alive,UnChanged,YES,NO,1,NO,0,4,YES,NO,0,NO,1651234664,2147483647,0,NO,A100,243,42,136,0,bigfoot7,129.88.198.145,NO,YES,YES,8,192,EPYC 7452,2,64,2,96,amd,/var/tmp,417
321,default,bigfoot7,Alive,UnChanged,YES,NO,1,NO,0,16,YES,NO,0,NO,1651234664,2147483647,0,NO,A100,255,42,136,0,bigfoot7,129.88.198.145,NO,YES,YES,11,192,EPYC 7452,2,64,2,96,amd,/var/tmp,417
131,default,bigfoot9,Alive,UnChanged,NO,NO,1,NO,0,26,YES,NO,0,NO,1651334835,2147483647,2147483647,NO,A100,67,3,5,0,bigfoot9,129.88.198.149,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,382
674,default,bigfoot5,Alive,UnChanged,NO,NO,1,NO,0,2,YES,NO,0,NO,1651342759,2147483647,0,NO,V100,608,58,162,0,bigfoot5,129.88.198.142,NO,NO,NO,,192,Gold 5218R,2,40,4,96,intel,/var/tmp,384
608,default,bigfoot3,Alive,UnChanged,YES,NO,1,NO,0,14,YES,NO,0,NO,1651484846,2147483647,0,NO,V100,542,54,154,0,bigfoot3,129.88.197.53,NO,NO,NO,,192,Gold 6130,2,32,4,96,intel,/var/tmp,175
410,default,bigfoot11,Alive,UnChanged,YES,NO,1,NO,0,41,YES,NO,0,NO,1651485802,2147483647,0,NO,A100,344,45,139,1,bigfoot11,129.88.198.151,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,382
547,default,bigfoot1,Alive,UnChanged,YES,NO,1,NO,0,20,YES,NO,0,NO,1651400849,2147483647,0,NO,V100,481,50,147,1,bigfoot1,129.88.197.51,NO,NO,NO,,192,Gold 6130,2,32,4,96,intel,/var/tmp,175
528,default,bigfoot6,Alive,UnChanged,NO,NO,1,NO,0,23,YES,NO,0,NO,1651482538,2147483647,0,NO,V100,462,49,145,3,bigfoot6,129.88.198.143,NO,NO,NO,,192,Gold 5218R,2,40,4,96,intel,/var/tmp,383
529,default,bigfoot6,Alive,UnChanged,NO,NO,1,NO,0,25,YES,NO,0,NO,1651482538,2147483647,0,NO,V100,463,49,145,3,bigfoot6,129.88.198.143,NO,NO,NO,,192,Gold 5218R,2,40,4,96,intel,/var/tmp,383
263,default,virgo15,Absent,UnChanged,NO,NO,2,NO,0,0,YES,NO,0,NO,1650558657,2147483647,0,NO,T4,197,21,115,0,virgo15,129.88.179.144,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
640,default,bigfoot4,Alive,UnChanged,YES,NO,1,NO,0,14,YES,NO,0,NO,1651490849,2147483647,0,NO,V100,574,56,158,0,bigfoot4,129.88.198.141,NO,NO,NO,,192,Gold 5218R,2,40,4,96,intel,/var/tmp,384
264,default,virgo15,Absent,UnChanged,NO,NO,2,NO,0,1,YES,NO,0,NO,1650558657,2147483647,0,NO,T4,198,21,115,0,virgo15,129.88.179.144,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
481,default,bigfoot12,Alive,UnChanged,YES,NO,1,NO,0,48,YES,NO,0,NO,1651494018,2147483647,0,NO,A100,415,47,141,1,bigfoot12,129.88.198.152,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,383
444,default,bigfoot12,Alive,UnChanged,YES,NO,1,NO,0,11,YES,NO,0,NO,1651494018,2147483647,0,NO,A100,378,46,140,0,bigfoot12,129.88.198.152,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,383
487,default,bigfoot12,Alive,UnChanged,YES,NO,1,NO,0,54,YES,NO,0,NO,1651494018,2147483647,0,NO,A100,421,47,141,1,bigfoot12,129.88.198.152,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,383
578,default,bigfoot2,Alive,UnChanged,YES,NO,1,NO,0,18,YES,NO,0,NO,1651399929,2147483647,0,NO,V100,512,52,151,1,bigfoot2,129.88.197.52,NO,NO,NO,,192,Gold 6130,2,32,4,96,intel,/var/tmp,175
372,default,bigfoot11,Alive,UnChanged,YES,NO,1,NO,0,3,YES,NO,0,NO,1651494778,2147483647,0,NO,A100,306,44,138,0,bigfoot11,129.88.198.151,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,382
11,default,bigfoot8,Alive,UnChanged,NO,NO,1,NO,0,4,YES,NO,0,NO,1651407191,2147483647,0,NO,V100,11,1,2,1,bigfoot8,129.88.198.148,NO,NO,NO,,192,Gold 5218R,2,40,4,48,intel,/var/tmp,383
605,default,bigfoot3,Alive,UnChanged,YES,NO,1,NO,0,8,YES,NO,0,NO,1651484846,2147483647,0,NO,V100,539,54,154,0,bigfoot3,129.88.197.53,NO,NO,NO,,192,Gold 6130,2,32,4,96,intel,/var/tmp,175
548,default,bigfoot1,Alive,UnChanged,YES,NO,1,NO,0,22,YES,NO,0,NO,1651400849,2147483647,0,NO,V100,482,50,147,1,bigfoot1,129.88.197.51,NO,NO,NO,,192,Gold 6130,2,32,4,96,intel,/var/tmp,175
24,default,bigfoot8,Alive,UnChanged,NO,NO,1,NO,0,7,YES,NO,0,NO,1651415059,2147483647,0,NO,V100,24,2,3,2,bigfoot8,129.88.198.148,NO,NO,NO,,192,Gold 5218R,2,40,4,48,intel,/var/tmp,383
32,default,bigfoot8,Alive,UnChanged,NO,NO,1,NO,0,23,YES,NO,0,NO,1651345091,2147483647,0,NO,V100,32,2,4,3,bigfoot8,129.88.198.148,NO,NO,NO,,192,Gold 5218R,2,40,4,48,intel,/var/tmp,383
511,default,bigfoot6,Alive,UnChanged,NO,NO,1,NO,0,28,YES,NO,0,NO,1651421954,2147483647,0,NO,V100,445,48,143,1,bigfoot6,129.88.198.143,NO,NO,NO,,192,Gold 5218R,2,40,4,96,intel,/var/tmp,383
268,default,virgo17,Absent,UnChanged,NO,NO,2,NO,0,1,YES,NO,0,NO,1649868924,2147483647,0,NO,T4,202,23,117,0,virgo17,129.88.179.146,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
267,default,virgo17,Absent,UnChanged,NO,NO,2,NO,0,0,YES,NO,0,NO,1649868924,2147483647,0,NO,T4,201,23,117,0,virgo17,129.88.179.146,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
269,default,virgo18,Absent,UnChanged,NO,NO,2,NO,0,0,YES,NO,0,NO,1649426139,2147483647,0,NO,T4,203,24,118,0,virgo18,129.88.179.147,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
270,default,virgo18,Absent,UnChanged,NO,NO,2,NO,0,1,YES,NO,0,NO,1649426139,2147483647,0,NO,T4,204,24,118,0,virgo18,129.88.179.147,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
433,default,bigfoot12,Alive,UnChanged,YES,NO,1,NO,0,0,YES,NO,0,NO,1651494018,2147483647,0,NO,A100,367,46,140,0,bigfoot12,129.88.198.152,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,383
480,default,bigfoot12,Alive,UnChanged,YES,NO,1,NO,0,47,YES,NO,0,NO,1651494018,2147483647,0,NO,A100,414,47,141,1,bigfoot12,129.88.198.152,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,383
579,default,bigfoot2,Alive,UnChanged,YES,NO,1,NO,0,20,YES,NO,0,NO,1651399929,2147483647,0,NO,V100,513,52,151,1,bigfoot2,129.88.197.52,NO,NO,NO,,192,Gold 6130,2,32,4,96,intel,/var/tmp,175
266,default,virgo16,Absent,UnChanged,NO,NO,2,NO,0,1,YES,NO,0,NO,1649346691,2147483647,0,NO,T4,200,22,116,0,virgo16,129.88.179.145,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
265,default,virgo16,Absent,UnChanged,NO,NO,2,NO,0,0,YES,NO,0,NO,1649346691,2147483647,0,NO,T4,199,22,116,0,virgo16,129.88.179.145,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
271,default,virgo19,Absent,UnChanged,NO,NO,2,NO,0,0,YES,NO,0,NO,1649061740,2147483647,0,NO,T4,205,25,119,0,virgo19,129.88.179.148,YES,NO,NO,,4,vcpu,1,2,1,4,intel,/var/tmp,
161,default,bigfoot9,Alive,UnChanged,NO,NO,1,NO,0,61,YES,NO,0,NO,1651476214,2147483647,2147483647,NO,A100,97,4,6,1,bigfoot9,129.88.198.149,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,382
381,default,bigfoot11,Alive,UnChanged,YES,NO,1,NO,0,12,YES,NO,0,NO,1651494778,2147483647,0,NO,A100,315,44,138,0,bigfoot11,129.88.198.151,NO,NO,NO,,192,EPYC 7452,2,64,2,96,amd,/var/tmp,382
507,default,bigfoot6,Alive,UnChanged,NO,NO,1,NO,0,20,YES,NO,0,NO,1651421954,2147483647,0,NO,V100,441,48,143,1,bigfoot6,129.88.198.143,NO,NO,NO,,192,Gold 5218R,2,40,4,96,intel,/var/tmp,383
504,default,bigfoot6,Alive,UnChanged,NO,NO,1,NO,0,14,YES,NO,0,NO,1651431537,2147483647,0,NO,V100,438,48,142,0,bigfoot6,129.88.198.143,NO,NO,NO,,192,Gold 5218R,2,40,4,96,intel,/var/tmp,383
